"StationCode","Regions","Year","Survey","SampDate","Species","VolumeOfAllTows","Catch","CPUE"
"804","San Joaquin",2016,4,2016-07-27,"Mississippi Silverside",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Northern Anchovy",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Other",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Pacific Herring",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Rainwater Killifish",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Shrimp",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Shrimp  ()",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Splittail",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Starry Flounder",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Threadfin Shad",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Three Spine Stickleback",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Trid_SB0  ()",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Unknown Damaged  ()",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Unknown Fish  ()",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Unknown Invertebrate  ()",2583,0,0
"804","San Joaquin",2016,4,2016-07-27,"Wakasagi",2583,0,0
"804","San Joaquin",2016,5,2016-08-08,"American Shad",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Bigscale Logperch",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Bluegill",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Catfish",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Catfish  ()",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Centrarchids  ()",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Delta Smelt",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Gobies",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Gobies  ()",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Herring  ()",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Jellyfish",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Largemouth Bass",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Longfin Smelt",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Mississippi Silverside",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Northern Anchovy",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Other",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Pacific Herring",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Rainwater Killifish",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Shrimp",1878,1,0.00053248136315229
"804","San Joaquin",2016,5,2016-08-08,"Shrimp  ()",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Splittail",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Starry Flounder",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Threadfin Shad",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Three Spine Stickleback",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Trid_SB0  ()",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Unknown Damaged  ()",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Unknown Fish  ()",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Unknown Invertebrate  ()",1878,0,0
"804","San Joaquin",2016,5,2016-08-08,"Wakasagi",1878,0,0
"804","San Joaquin",2016,6,2016-08-24,"American Shad",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Bigscale Logperch",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Bluegill",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Catfish",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Catfish  ()",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Centrarchids  ()",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Delta Smelt",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Gobies",2662,1,0.000375657400450789
"804","San Joaquin",2016,6,2016-08-24,"Gobies  ()",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Herring  ()",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Jellyfish",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Largemouth Bass",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Longfin Smelt",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Mississippi Silverside",2662,1,0.000375657400450789
"804","San Joaquin",2016,6,2016-08-24,"Northern Anchovy",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Other",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Pacific Herring",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Rainwater Killifish",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Shrimp",2662,1,0.000375657400450789
"804","San Joaquin",2016,6,2016-08-24,"Shrimp  ()",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Splittail",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Starry Flounder",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Threadfin Shad",2662,2,0.000751314800901578
"804","San Joaquin",2016,6,2016-08-24,"Three Spine Stickleback",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Trid_SB0  ()",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Unknown Damaged  ()",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Unknown Fish  ()",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Unknown Invertebrate  ()",2662,0,0
"804","San Joaquin",2016,6,2016-08-24,"Wakasagi",2662,0,0
"804","San Joaquin",2017,1,2017-06-15,"American Shad",2890,1,0.000346020761245675
"804","San Joaquin",2017,1,2017-06-15,"Bigscale Logperch",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Bluegill",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Catfish",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Catfish  ()",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Centrarchids  ()",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Delta Smelt",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Gobies",2890,1,0.000346020761245675
"804","San Joaquin",2017,1,2017-06-15,"Gobies  ()",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Herring  ()",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Jellyfish",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Largemouth Bass",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Longfin Smelt",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Mississippi Silverside",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Northern Anchovy",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Other",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Pacific Herring",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Rainwater Killifish",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Shrimp",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Shrimp  ()",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Splittail",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Starry Flounder",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Threadfin Shad",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Three Spine Stickleback",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Trid_SB0  ()",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Unknown Damaged  ()",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Unknown Fish  ()",2890,1,0.000346020761245675
"804","San Joaquin",2017,1,2017-06-15,"Unknown Invertebrate  ()",2890,0,0
"804","San Joaquin",2017,1,2017-06-15,"Wakasagi",2890,0,0
"804","San Joaquin",2017,2,2017-06-28,"American Shad",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Bigscale Logperch",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Bluegill",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Catfish",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Catfish  ()",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Centrarchids  ()",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Delta Smelt",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Gobies",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Gobies  ()",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Herring  ()",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Jellyfish",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Largemouth Bass",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Longfin Smelt",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Mississippi Silverside",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Northern Anchovy",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Other",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Pacific Herring",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Rainwater Killifish",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Shrimp",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Shrimp  ()",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Splittail",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Starry Flounder",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Threadfin Shad",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Three Spine Stickleback",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Trid_SB0  ()",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Unknown Damaged  ()",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Unknown Fish  ()",2798,2,0.000714796283059328
"804","San Joaquin",2017,2,2017-06-28,"Unknown Invertebrate  ()",2798,0,0
"804","San Joaquin",2017,2,2017-06-28,"Wakasagi",2798,0,0
"804","San Joaquin",2017,3,2017-07-12,"American Shad",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Bigscale Logperch",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Bluegill",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Catfish",2561,2,0.000780944943381492
"804","San Joaquin",2017,3,2017-07-12,"Catfish  ()",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Centrarchids  ()",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Delta Smelt",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Gobies",2561,3,0.00117141741507224
"804","San Joaquin",2017,3,2017-07-12,"Gobies  ()",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Herring  ()",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Jellyfish",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Largemouth Bass",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Longfin Smelt",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Mississippi Silverside",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Northern Anchovy",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Other",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Pacific Herring",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Rainwater Killifish",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Shrimp",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Shrimp  ()",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Splittail",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Starry Flounder",2561,1,0.000390472471690746
"804","San Joaquin",2017,3,2017-07-12,"Threadfin Shad",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Three Spine Stickleback",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Trid_SB0  ()",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Unknown Damaged  ()",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Unknown Fish  ()",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Unknown Invertebrate  ()",2561,0,0
"804","San Joaquin",2017,3,2017-07-12,"Wakasagi",2561,0,0
"804","San Joaquin",2017,4,2017-07-24,"American Shad",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Bigscale Logperch",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Bluegill",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Catfish",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Catfish  ()",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Centrarchids  ()",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Delta Smelt",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Gobies",2913,34,0.0116718159972537
"804","San Joaquin",2017,4,2017-07-24,"Gobies  ()",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Herring  ()",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Jellyfish",2913,20,0.00686577411603158
"804","San Joaquin",2017,4,2017-07-24,"Largemouth Bass",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Longfin Smelt",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Mississippi Silverside",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Northern Anchovy",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Other",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Pacific Herring",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Rainwater Killifish",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Shrimp",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Shrimp  ()",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Splittail",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Starry Flounder",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Threadfin Shad",2913,1,0.000343288705801579
"804","San Joaquin",2017,4,2017-07-24,"Three Spine Stickleback",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Trid_SB0  ()",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Unknown Damaged  ()",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Unknown Fish  ()",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Unknown Invertebrate  ()",2913,0,0
"804","San Joaquin",2017,4,2017-07-24,"Wakasagi",2913,0,0
"804","San Joaquin",2017,5,2017-08-09,"American Shad",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Bigscale Logperch",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Bluegill",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Catfish",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Catfish  ()",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Centrarchids  ()",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Delta Smelt",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Gobies",2839,1,0.000352236703064459
"804","San Joaquin",2017,5,2017-08-09,"Gobies  ()",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Herring  ()",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Jellyfish",2839,3,0.00105671010919338
"804","San Joaquin",2017,5,2017-08-09,"Largemouth Bass",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Longfin Smelt",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Mississippi Silverside",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Northern Anchovy",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Other",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Pacific Herring",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Rainwater Killifish",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Shrimp",2839,3,0.00105671010919338
"804","San Joaquin",2017,5,2017-08-09,"Shrimp  ()",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Splittail",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Starry Flounder",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Threadfin Shad",2839,2,0.000704473406128919
"804","San Joaquin",2017,5,2017-08-09,"Three Spine Stickleback",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Trid_SB0  ()",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Unknown Damaged  ()",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Unknown Fish  ()",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Unknown Invertebrate  ()",2839,0,0
"804","San Joaquin",2017,5,2017-08-09,"Wakasagi",2839,0,0
"804","San Joaquin",2017,6,2017-08-23,"American Shad",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Bigscale Logperch",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Bluegill",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Catfish",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Catfish  ()",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Centrarchids  ()",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Delta Smelt",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Gobies",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Gobies  ()",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Herring  ()",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Jellyfish",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Largemouth Bass",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Longfin Smelt",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Mississippi Silverside",2879,1,0.000347342827370615
"804","San Joaquin",2017,6,2017-08-23,"Northern Anchovy",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Other",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Pacific Herring",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Rainwater Killifish",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Shrimp",2879,3,0.00104202848211184
"804","San Joaquin",2017,6,2017-08-23,"Shrimp  ()",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Splittail",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Starry Flounder",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Threadfin Shad",2879,3,0.00104202848211184
"804","San Joaquin",2017,6,2017-08-23,"Three Spine Stickleback",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Trid_SB0  ()",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Unknown Damaged  ()",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Unknown Fish  ()",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Unknown Invertebrate  ()",2879,0,0
"804","San Joaquin",2017,6,2017-08-23,"Wakasagi",2879,0,0
"804","San Joaquin",2018,1,2018-06-13,"American Shad",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Bigscale Logperch",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Bluegill",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Catfish",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Catfish  ()",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Centrarchids  ()",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Delta Smelt",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Gobies",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Gobies  ()",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Herring  ()",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Jellyfish",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Largemouth Bass",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Longfin Smelt",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Mississippi Silverside",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Northern Anchovy",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Other",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Pacific Herring",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Rainwater Killifish",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Shrimp",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Shrimp  ()",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Splittail",2895,1,0.000345423143350604
"804","San Joaquin",2018,1,2018-06-13,"Starry Flounder",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Threadfin Shad",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Three Spine Stickleback",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Trid_SB0  ()",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Unknown Damaged  ()",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Unknown Fish  ()",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Unknown Invertebrate  ()",2895,0,0
"804","San Joaquin",2018,1,2018-06-13,"Wakasagi",2895,0,0
"804","San Joaquin",2018,2,2018-06-25,"American Shad",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Bigscale Logperch",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Bluegill",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Catfish",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Catfish  ()",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Centrarchids  ()",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Delta Smelt",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Gobies",2975,4,0.00134453781512605
"804","San Joaquin",2018,2,2018-06-25,"Gobies  ()",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Herring  ()",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Jellyfish",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Largemouth Bass",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Longfin Smelt",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Mississippi Silverside",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Northern Anchovy",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Other",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Pacific Herring",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Rainwater Killifish",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Shrimp",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Shrimp  ()",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Splittail",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Starry Flounder",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Threadfin Shad",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Three Spine Stickleback",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Trid_SB0  ()",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Unknown Damaged  ()",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Unknown Fish  ()",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Unknown Invertebrate  ()",2975,0,0
"804","San Joaquin",2018,2,2018-06-25,"Wakasagi",2975,0,0
"804","San Joaquin",2018,3,2018-07-11,"American Shad",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Bigscale Logperch",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Bluegill",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Catfish",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Catfish  ()",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Centrarchids  ()",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Delta Smelt",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Gobies",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Gobies  ()",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Herring  ()",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Jellyfish",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Largemouth Bass",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Longfin Smelt",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Mississippi Silverside",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Northern Anchovy",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Other",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Pacific Herring",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Rainwater Killifish",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Shrimp",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Shrimp  ()",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Splittail",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Starry Flounder",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Threadfin Shad",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Three Spine Stickleback",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Trid_SB0  ()",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Unknown Damaged  ()",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Unknown Fish  ()",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Unknown Invertebrate  ()",1751,0,0
"804","San Joaquin",2018,3,2018-07-11,"Wakasagi",1751,0,0
"804","San Joaquin",2018,4,2018-07-25,"American Shad",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Bigscale Logperch",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Bluegill",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Catfish",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Catfish  ()",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Centrarchids  ()",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Delta Smelt",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Gobies",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Gobies  ()",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Herring  ()",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Jellyfish",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Largemouth Bass",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Longfin Smelt",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Mississippi Silverside",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Northern Anchovy",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Other",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Pacific Herring",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Rainwater Killifish",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Shrimp",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Shrimp  ()",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Splittail",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Starry Flounder",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Threadfin Shad",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Three Spine Stickleback",1893,0,0
"804","San Joaquin",2018,4,2018-07-25,"Trid_SB0  ()",1893,0,0
