Station,StationCode,Date,Time,Month,Year,Chla,Pheophytin,TotAlkalinity,DissAmmonia,DissBromide,DissCalcium,DissChloride,DissNitrateNitrite,DOC,TOC,DON,DissOrthophos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Program,SpecificConductance,pH,Temperature,DO,Turbidity,DissTKN
Holland Cut Nr BI,HOL,2/8/2012 0:00,NA,2,2012,NA,NA,NA,NA,0.29,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,514,7.47,10.6,NA,4.53,NA
Holland Cut Nr BI,HOL,2/29/2012 0:00,NA,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,395.3,7.77,11.3,NA,5.15,NA
Holland Cut Nr BI,HOL,3/7/2012 0:00,NA,3,2012,NA,NA,NA,NA,0.16,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WQES,365.9,7.85,11.5,NA,NA,NA
Holland Cut Nr BI,HOL,3/15/2012 0:00,NA,3,2012,NA,NA,NA,NA,0.13,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,356.3,7.77,12.9,NA,2.92,NA
Holland Cut Nr BI,HOL,4/13/2012 0:00,NA,4,2012,NA,NA,NA,NA,0.08,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,WQES,269.2,7.7,14.7,NA,4.32,NA
Holland Cut Nr BI,HOL,5/2/2012 0:00,NA,5,2012,NA,NA,NA,NA,0.14,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,308.1,7.63,19.8,NA,6.21,NA
Holland Cut Nr BI,HOL,5/24/2012 0:00,NA,5,2012,NA,NA,NA,NA,0.07,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,WQES,224.3,8.15,20.3,NA,5.51,NA
Holland Cut Nr BI,HOL,5/29/2012 0:00,NA,5,2012,NA,NA,NA,NA,0.06,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,228.6,8.43,19.9,NA,3.37,NA
Holland Cut Nr BI,HOL,6/13/2012 0:00,NA,6,2012,NA,NA,NA,NA,0.07,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,219.3,7.84,21.6,NA,4.72,NA
Holland Cut Nr BI,HOL,7/3/2012 0:00,NA,7,2012,NA,NA,NA,NA,0.14,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WQES,274.9,8.78,23,NA,3.05,NA
Holland Cut Nr BI,HOL,7/24/2012 0:00,NA,7,2012,NA,NA,NA,NA,0.315,NA,98.5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,467.7,8.89,22.9,NA,2.41,NA
Holland Cut Nr BI,HOL,8/21/2012 0:00,NA,8,2012,NA,NA,NA,NA,0.38,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,531,8.88,22.5,NA,1.41,NA
Holland Cut Nr BI,HOL,9/12/2012 0:00,NA,9,2012,NA,NA,NA,NA,0.77,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,850,8.85,22.2,NA,1.68,NA
Holland Cut Nr BI,HOL,10/10/2012 0:00,NA,10,2012,NA,NA,NA,NA,0.5,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,675,8.38,19.2,NA,1.65,NA
Holland Cut Nr BI,HOL,10/30/2012 0:00,NA,10,2012,NA,NA,NA,NA,0.37,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,555,7.69,17.9,NA,2.45,NA
Holland Cut Nr BI,HOL,11/15/2012 0:00,NA,11,2012,NA,NA,NA,NA,0.38,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,552,7.62,14.3,NA,1.42,NA
Holland Cut Nr BI,HOL,12/6/2012 0:00,NA,12,2012,NA,NA,NA,NA,0.83,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,992,7.44,13.9,NA,2.28,NA
Holland Cut Nr BI,HOL,12/28/2012 0:00,NA,12,2012,NA,NA,NA,NA,0.13,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,264.2,7.5,8.8,NA,9.07,NA
Holland Cut Nr BI,HOL,1/2/2013 0:00,NA,1,2013,NA,NA,NA,NA,0.14,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,269.1,7.49,8,NA,9.52,NA
Holland Cut Nr BI,HOL,1/16/2013 0:00,NA,1,2013,NA,NA,NA,NA,0.08,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,WQES,263.8,7.52,6.4,NA,22.7,NA
Holland Cut Nr BI,HOL,2/7/2013 0:00,NA,2,2013,NA,NA,NA,NA,0.07,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,273.2,7.46,9.7,NA,6.79,NA
Holland Cut Nr BI,HOL,3/1/2013 0:00,NA,3,2013,NA,NA,NA,NA,0.07,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,271.6,7.78,12.4,NA,5.22,NA
Holland Cut Nr BI,HOL,3/20/2013 0:00,NA,3,2013,NA,NA,NA,NA,0.08,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,271.7,8,15.4,NA,2.34,NA
Holland Cut Nr BI,HOL,4/10/2013 0:00,NA,4,2013,NA,NA,NA,NA,0.08,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,WQES,246,7.77,16.1,NA,26.53,NA
Holland Cut Nr BI,HOL,4/30/2013 0:00,NA,4,2013,NA,NA,NA,NA,0.08,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,WQES,254.4,8.98,19.8,NA,14.4,NA
Holland Cut Nr BI,HOL,5/10/2013 0:00,NA,5,2013,NA,NA,NA,NA,0.1,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,WQES,285.7,7.78,20.5,NA,15.13,NA
Holland Cut Nr BI,HOL,5/31/2013 0:00,NA,5,2013,NA,NA,NA,NA,0.1,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,WQES,282,7.52,20.1,NA,13.2,NA
Holland Cut Nr BI,HOL,6/19/2013 0:00,NA,6,2013,NA,NA,NA,NA,0.1,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,WQES,290.2,7.81,21.1,NA,11.9,NA
Holland Cut Nr BI,HOL,7/5/2013 0:00,NA,7,2013,NA,NA,NA,NA,0.12,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,WQES,277.4,7.86,26.2,NA,9.47,NA
Holland Cut Nr BI,HOL,7/23/2013 0:00,NA,7,2013,NA,NA,NA,NA,0.41,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,621,8.24,23.1,NA,5.88,NA
Holland Cut Nr BI,HOL,8/15/2013 0:00,NA,8,2013,NA,NA,NA,NA,0.38,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,680,8.76,23.5,NA,3.1,NA
Holland Cut Nr BI,HOL,9/5/2013 0:00,NA,9,2013,NA,NA,NA,NA,0.6,NA,208,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,875,8.72,22.8,NA,3.17,NA
Holland Cut Nr BI,HOL,9/24/2013 0:00,NA,9,2013,NA,NA,NA,NA,0.55,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,717,8.64,21,NA,1.81,NA
Holland Cut Nr BI,HOL,10/16/2013 0:00,NA,10,2013,NA,NA,NA,NA,0.28,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,476.1,8.58,17.6,NA,2.13,NA
Holland Cut Nr BI,HOL,11/6/2013 0:00,NA,11,2013,NA,NA,NA,NA,0.38,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,556,8.01,14.2,NA,1.84,NA
Holland Cut Nr BI,HOL,11/26/2013 0:00,NA,11,2013,NA,NA,NA,NA,0.57,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,809,7.68,11.6,NA,2.28,NA
Holland Cut Nr BI,HOL,12/18/2013 0:00,NA,12,2013,NA,NA,NA,NA,0.45,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,WQES,634,7.41,8.2,NA,2.77,NA
Holland Cut Nr BI,HOL,1/8/2014 0:00,NA,1,2014,NA,NA,NA,NA,0.95,NA,271,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,1026,7.54,8.8,NA,3.73,NA
Holland Cut Nr BI,HOL,1/29/2014 0:00,NA,1,2014,NA,NA,NA,NA,0.79,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,987,7.38,11,NA,2.28,NA
Holland Cut Nr BI,HOL,2/13/2014 0:00,NA,2,2014,NA,NA,NA,NA,0.63,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,886,7.35,12.1,NA,3.01,NA
Holland Cut Nr BI,HOL,3/13/2014 0:00,NA,3,2014,NA,NA,NA,NA,0.21,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,444.8,7.44,14.6,NA,5.77,NA
Holland Cut Nr BI,HOL,3/25/2014 0:00,NA,3,2014,NA,NA,NA,NA,0.19,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,431,7.64,16.2,NA,5.01,NA
Holland Cut Nr BI,HOL,4/23/2014 0:00,NA,4,2014,NA,NA,NA,NA,0.17,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,382,8.01,17.7,NA,4.8,NA
Holland Cut Nr BI,HOL,5/14/2014 0:00,NA,5,2014,NA,NA,NA,NA,0.19,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,420.5,8.05,20.7,NA,3.75,NA
Holland Cut Nr BI,HOL,5/28/2014 0:00,NA,5,2014,1.31,2.86,NA,0.08,0.34,NA,102,0.26,4,4.1,0.3,0.08,0.14,NA,NA,9,NA,0.6,WQES,515,8.29,22.5,NA,5.22,NA
Holland Cut Nr BI,HOL,6/17/2014 0:00,NA,6,2014,NA,NA,NA,NA,0.69,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,897,8.61,23,NA,2.63,NA
Holland Cut Nr BI,HOL,6/19/2014 0:00,NA,6,2014,1,0.74,NA,0.02,0.8,NA,224,0.05,3.4,3.4,0.3,0.06,0.1,NA,NA,4,NA,0.4,WQES,945,9,22.9,NA,1.92,NA
Holland Cut Nr BI,HOL,7/2/2014 0:00,NA,7,2014,NA,NA,NA,NA,0.26,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,785,9.01,24.3,NA,2.7,NA
Holland Cut Nr BI,HOL,7/14/2014 0:00,NA,7,2014,2.8,0.98,NA,0.02,0.58,NA,162,0.04,3,3.1,0.3,0.1,0.13,NA,NA,4,NA,0.4,WQES,715,8.56,24.2,NA,2.87,NA
Holland Cut Nr BI,HOL,7/23/2014 0:00,NA,7,2014,NA,NA,NA,NA,0.55,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,678,8.15,23,NA,2.7,NA
Holland Cut Nr BI,HOL,7/31/2014 0:00,NA,7,2014,2.21,1.05,NA,0.03,0.46,NA,149,0.04,2.9,3,0.3,0.11,0.15,NA,NA,4,NA,0.4,WQES,685,NA,NA,NA,2.73,NA
Holland Cut Nr BI,HOL,8/13/2014 0:00,NA,8,2014,NA,NA,NA,NA,0.43,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,637,8.8,23.3,NA,2.33,NA
Holland Cut Nr BI,HOL,8/20/2014 0:00,NA,8,2014,4.1,1.92,NA,0.01,0.44,NA,139,0.04,2.8,2.8,0.2,0.1,0.11,NA,NA,4,NA,0.3,WQES,628,8.51,23.4,NA,1.92,NA
Holland Cut Nr BI,HOL,9/3/2014 0:00,NA,9,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WQES,694,8.66,23.4,NA,1.48,NA
Holland Cut Nr BI,HOL,9/10/2014 0:00,NA,9,2014,4.92,1.2,NA,0.02,0.46,NA,145,0.02,2.9,3,0.3,0.09,0.11,NA,NA,4,NA,0.4,WQES,657,8.41,22.2,NA,3.25,NA
Holland Cut Nr BI,HOL,9/24/2014 0:00,NA,9,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WQES,741,8.49,22.6,NA,NA,NA
Holland Cut Nr BI,HOL,10/1/2014 0:00,NA,10,2014,5.77,2.16,NA,0.02,0.65,NA,199,0.03,2.8,3,0.3,0.09,0.1,NA,NA,3,NA,0.4,WQES,855,8.23,23.6,NA,2.23,NA
Holland Cut Nr BI,HOL,10/13/2014 0:00,NA,10,2014,NA,NA,NA,NA,0.55,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,831,7.87,21.1,NA,1.32,NA
Holland Cut Nr BI,HOL,10/22/2014 0:00,NA,10,2014,1.98,0.81,NA,0.03,0.58,NA,181,0.08,3,3,0.1,0.08,0.09,NA,NA,2,NA,0.2,WQES,844,7.76,19.6,NA,1.23,NA
Holland Cut Nr BI,HOL,10/24/2014 0:00,NA,10,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WQES,780,7.77,19.3,NA,NA,NA
Holland Cut Nr BI,HOL,11/5/2014 0:00,NA,11,2014,NA,NA,NA,NA,0.57,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,828,7.75,16.9,NA,1.2,NA
Holland Cut Nr BI,HOL,11/12/2014 0:00,NA,11,2014,4.47,1.29,NA,0.04,0.57,NA,177,0.29,2.8,2.8,0.3,0.08,0.1,NA,NA,2,NA,0.3,WQES,767,7.66,17.2,NA,1.85,NA
Holland Cut Nr BI,HOL,11/24/2014 0:00,NA,11,2014,NA,NA,NA,NA,0.48,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,695,7.64,14,NA,1.98,NA
Holland Cut Nr BI,HOL,12/4/2014 0:00,NA,12,2014,1.16,0.7,NA,0.15,0.58,NA,180,0.52,2.9,2.9,0.3,0.06,0.07,NA,NA,3,NA,0.5,WQES,778,7.56,14.2,NA,2.79,NA
Holland Cut Nr BI,HOL,12/17/2014 0:00,NA,12,2014,NA,NA,NA,NA,0.6,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,831,7.57,12.1,NA,6.48,NA
Holland Cut Nr BI,HOL,1/2/2015 0:00,NA,1,2015,0.83,11.65,NA,0.12,0.14,NA,49,0.65,6.5,7.4,0.7,0.02,0.12,NA,NA,49,NA,1.1,WQES,358.9,7.63,7.5,NA,61,NA
Holland Cut Nr BI,HOL,1/7/2015 0:00,NA,1,2015,NA,NA,NA,NA,0.13,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,355,7.51,8.6,NA,15.8,NA
Holland Cut Nr BI,HOL,1/21/2015 0:00,NA,1,2015,0.7,2.6,NA,0.13,0.13,NA,43,0.87,6.3,6.3,0.6,0.06,0.11,NA,NA,6,NA,0.8,WQES,364.2,7.41,10.1,NA,11,NA
Holland Cut Nr BI,HOL,1/28/2015 0:00,NA,1,2015,NA,NA,NA,NA,0.2,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,448,7.54,10.2,NA,12.2,NA
Holland Cut Nr BI,HOL,2/9/2015 0:00,NA,2,2015,1.43,1.03,NA,0.12,0.26,NA,81,0.9,6,6.2,0.6,0.07,0.1,NA,NA,5,NA,0.9,WQES,535,7.63,13.4,NA,6.32,NA
Holland Cut Nr BI,HOL,3/3/2015 0:00,NA,3,2015,1.74,0.81,NA,0.07,0.13,NA,47,0.51,6.1,6.3,0.6,0.11,0.12,NA,NA,4,NA,0.8,WQES,355.5,7.42,13.7,NA,13.4,NA
Holland Cut Nr BI,HOL,3/26/2015 0:00,NA,3,2015,25.27,2.69,NA,0.02,0.23,NA,71,0.36,5.2,5.4,0.4,0.13,0.13,NA,NA,8,NA,0.6,WQES,478.7,8.7,17.8,NA,7.11,NA
Holland Cut Nr BI,HOL,4/22/2015 0:00,NA,4,2015,42.42,9.85,NA,0.02,0.38,NA,120,0.01,4.5,6,0.4,0.02,0.11,NA,NA,36,NA,0.9,WQES,633,9.08,18.6,NA,25,NA
Holland Cut Nr BI,HOL,5/13/2015 0:00,NA,5,2015,3.13,2.84,NA,0.07,0.7,NA,213,0.31,3.9,4.1,0.3,0.08,0.12,NA,NA,10,NA,0.5,WQES,961,7.58,19.3,NA,9.96,NA
Holland Cut Nr BI,HOL,6/3/2015 0:00,NA,6,2015,0.95,0.58,NA,0.05,0.56,NA,181,0.38,3.5,3.8,0.3,0.08,0.12,NA,NA,6,NA,0.4,WQES,786,7.54,21.8,NA,5.93,NA
Holland Cut Nr BI,HOL,6/17/2015 0:00,NA,6,2015,1.3,0.95,NA,0.04,0.54,NA,170,0.29,3.4,3.9,0.3,0.09,0.12,NA,NA,6,NA,0.4,WQES,782,7.66,24.2,NA,5.87,NA
Holland Cut Nr BI,HOL,7/14/2015 0:00,NA,7,2015,6.15,0.92,NA,0.02,0.48,NA,164,0.15,3.75,3.9,0.4,0.09,0.1,NA,NA,6,NA,0.6,WQES,757,7.74,23.7,NA,5.68,NA
Holland Cut Nr BI,HOL,8/6/2015 0:00,NA,8,2015,1.87,0.62,NA,0.02,0.5,NA,174,0.11,3.2,3.3,0.2,0.12,0.13,NA,NA,4,NA,0.3,WQES,785,7.7,23.7,NA,4.14,NA
Holland Cut Nr BI,HOL,8/27/2015 0:00,NA,8,2015,1.8,0.77,NA,0.02,0.41,NA,150,0.09,3.05,3.3,0.8,0.08,0.11,NA,NA,5,NA,1,WQES,690,7.9,23.6,NA,3.63,NA
Holland Cut Nr BI,HOL,9/16/2015 0:00,NA,9,2015,2.94,0.82,NA,0.02,0.5,NA,148,0.16,2.8,2.9,0.2,0.09,0.1,NA,NA,5,NA,0.3,WQES,701,7.82,22.3,NA,3.81,NA
Holland Cut Nr BI,HOL,10/8/2015 0:00,NA,10,2015,2.84,1.53,NA,0.02,0.38,NA,145,0.16,2.7,2.9,0.3,0.08,0.11,NA,NA,7,NA,0.4,WQES,699,7.66,21.2,NA,5.23,NA
Holland Cut Nr BI,HOL,10/28/2015 0:00,NA,10,2015,1.74,0.94,NA,0.03,0.5,NA,193,0.15,2.9,2.9,0.2,0.08,0.1,NA,NA,4,NA,0.3,WQES,859,7.71,19.7,NA,3.21,NA
Holland Cut Nr BI,HOL,11/18/2015 0:00,NA,11,2015,2.78,1.23,NA,0.08,0.66,NA,261,0.3,3.1,2.7,0.3,0.04,0.08,NA,NA,5,NA,0.5,WQES,1123,7.75,12.4,NA,5.49,NA
Holland Cut Nr BI,HOL,12/11/2015 0:00,NA,12,2015,8.18,1.12,NA,0.07,0.82,NA,250,0.45,3.3,3.4,0.3,0.03,0.07,NA,NA,5,NA,0.45,WQES,1056,7.79,11.1,NA,4.81,NA
Holland Cut Nr BI,HOL,1/13/2016 0:00,NA,1,2016,1.82,1.24,NA,0.16,0.36,NA,148,0.67,3.7,3.9,0.4,0.03,0.06,NA,NA,12,NA,0.6,WQES,734,7.79,9.3,NA,15.1,NA
Holland Cut Nr BI,HOL,2/4/2016 0:00,NA,2,2016,2,3.38,NA,0.1,0.16,NA,56,0.9,5.4,5.9,0.7,0.04,0.12,NA,NA,28,NA,1.05,WQES,373,NA,9.7,NA,37.96,NA
Holland Cut Nr BI,HOL,2/24/2016 0:00,NA,2,2016,1.53,0.5,NA,0.09,0.1,NA,36,0.53,7,7.2,0.5,0.05,0.23,NA,NA,5,NA,0.7,WQES,316.5,7.56,14.2,NA,8.92,NA
Holland Cut Nr BI,HOL,3/22/2016 0:00,NA,3,2016,1.66,1.32,NA,0.06,0.06,NA,23,0.53,6.8,6.9,0.5,0.08,0.12,NA,NA,5,NA,0.6,WQES,239.1,7.72,15.3,NA,10.53,NA
Holland Cut Nr BI,HOL,4/6/2016 0:00,NA,4,2016,3.1,1.9,NA,0.03,0.05,NA,20,0.34,5.6,5.7,0.5,0.05,0.07,NA,NA,7,NA,0.6,WQES,225.7,8.89,17.8,NA,9.42,NA
Holland Cut Nr BI,HOL,5/5/2016 0:00,NA,5,2016,9.59,1.78,NA,NA,0.07,NA,26,NA,4,4,NA,NA,NA,NA,NA,11,NA,NA,WQES,266.7,7.78,19,NA,8.31,NA
Holland Cut Nr BI,HOL,5/26/2016 0:00,NA,5,2016,1.69,0.65,NA,NA,0.07,NA,26,NA,3,2.9,NA,NA,NA,NA,NA,7,NA,NA,WQES,251.5,7.66,20.6,NA,8.48,NA
Holland Cut Nr BI,HOL,6/14/2016 0:00,NA,6,2016,2.51,1.27,NA,NA,0.08,NA,29,NA,2.8,2.8,NA,NA,NA,NA,NA,10,NA,NA,WQES,242.2,7.69,22,NA,8.73,NA
Holland Cut Nr BI,HOL,7/5/2016 0:00,NA,7,2016,4.33,1.3,NA,NA,0.21,NA,67,NA,2.3,2.2,NA,NA,NA,NA,NA,7,NA,NA,WQES,365.3,7.62,23.4,NA,7.18,NA
Holland Cut Nr BI,HOL,7/20/2016 0:00,NA,7,2016,2.3,0.98,NA,NA,0.28,NA,87,NA,2.3,2.4,NA,NA,NA,NA,NA,6,NA,NA,WQES,421.7,7.67,24.1,NA,5.31,NA
Holland Cut Nr BI,HOL,8/31/2016 0:00,NA,8,2016,1.4,0.5,NA,NA,0.43,NA,134,NA,2.1,2.1,NA,NA,NA,NA,NA,3,NA,NA,WQES,622,8.45,21.8,NA,2.31,NA
Holland Cut Nr BI,HOL,10/3/2016 0:00,NA,10,2016,2.37,0.5,NA,NA,0.6,NA,175,NA,2.1,2.1,NA,NA,NA,NA,NA,2,NA,NA,WQES,892,7.81,18.9,NA,2.42,NA
Holland Cut Nr BI,HOL,11/2/2016 0:00,NA,11,2016,1.37,0.62,NA,NA,0.51,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,696,7.44,17.5,NA,1.63,NA
Holland Cut Nr BI,HOL,12/7/2016 0:00,NA,12,2016,1.61,1.27,NA,NA,0.85,NA,256,NA,2.9,2.9,NA,NA,NA,NA,NA,5,NA,NA,WQES,1100,7.63,10.3,NA,4.47,NA
Holland Cut Nr BI,HOL,1/11/2017 0:00,NA,1,2017,0.65,0.99,NA,NA,0.06,NA,22,NA,4.1,4.1,NA,NA,NA,NA,NA,15,NA,NA,WQES,206.3,7.65,10,NA,19.2,NA
Holland Cut Nr BI,HOL,2/6/2017 0:00,NA,2,2017,0.72,0.5,NA,NA,0.06,NA,23,NA,6.4,6.4,NA,NA,NA,NA,NA,3,NA,NA,WQES,232.3,7.6,11.5,NA,10.3,NA
Holland Cut Nr BI,HOL,2/13/2017 0:00,NA,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,6.1,6.2,NA,NA,NA,NA,NA,NA,NA,NA,WQES,280.1,7.34,12.6,NA,8.68,NA
Holland Cut Nr BI,HOL,3/29/2017 0:00,NA,3,2017,1.56,0.99,NA,NA,0.05,NA,18,NA,3.7,3.7,NA,NA,NA,NA,NA,10,NA,NA,WQES,187.2,7.52,14.9,NA,12.16,NA
Holland Cut Nr BI,HOL,4/20/2017 0:00,NA,4,2017,1.05,0.65,NA,NA,0.04,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,157,7.26,15.77,NA,4.6,NA
Holland Cut Nr BI,HOL,6/2/2017 0:00,NA,6,2017,1.71,1.15,NA,NA,0.04,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,163,7.58,21.36,NA,6.1,NA
Holland Cut Nr BI,HOL,7/5/2017 0:00,NA,7,2017,5.65,2.26,NA,NA,0.03,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,WQES,130,7.53,23.67,NA,7.6,NA
Holland Cut Nr BI,HOL,8/2/2017 0:00,NA,8,2017,4.34,2.46,NA,NA,0.04,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,163,8.32,24.58,NA,4.4,NA
Holland Cut Nr BI,HOL,8/30/2017 0:00,NA,8,2017,1.11,0.72,NA,NA,0.07,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,191,8.28,24.19,NA,5,NA
Holland Cut Nr BI,HOL,9/29/2017 0:00,NA,9,2017,1.58,0.69,NA,NA,0.03,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,157.9,8.5,20.85,NA,0.56,NA
Holland Cut Nr BI,HOL,10/11/2017 0:00,NA,10,2017,1.97,0.87,NA,NA,0.03,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,WQES,155.7,8.24,17.89,NA,1.71,NA
Holland Cut Nr BI,HOL,11/28/2017 0:00,NA,11,2017,1.16,0.85,NA,NA,0.09,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,237.9,7.52,14.13,NA,1.65,NA
Holland Cut Nr BI,HOL,12/28/2017 0:00,NA,12,2017,1.92,0.61,NA,NA,0.56,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,772,7.74,8.912,NA,5.76,NA
Holland Cut Nr BI,HOL,1/23/2018 0:00,NA,1,2018,1.96,0.7,NA,NA,0.3,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,487,7.63,10.354,NA,5.79,NA
Holland Cut Nr BI,HOL,3/5/2018 0:00,NA,3,2018,2.13,1.07,NA,NA,0.11,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,338.9,7.76,10.7,NA,5.76,NA
Holland Cut Nr BI,HOL,4/3/2018 0:00,NA,4,2018,5.3,1.64,NA,NA,0.07,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,253.7,7.7,17.19,NA,5.05,NA
Holland Cut Nr BI,HOL,5/3/2018 0:00,NA,5,2018,1.46,1.53,NA,NA,0.08,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,259.3,7.65,19.18,NA,5.46,NA
Holland Cut Nr BI,HOL,5/23/2018 0:00,NA,5,2018,1.03,0.62,NA,NA,0.07,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,246,8.06,20.73,NA,2.99,NA
Holland Cut Nr BI,HOL,6/19/2018 0:00,NA,6,2018,1.81,1.7,NA,NA,0.06,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,205.5,8.06,22.666,NA,3.71,NA
Holland Cut Nr BI,HOL,7/19/2018 0:00,NA,7,2018,3.21,0.5,NA,NA,0.13,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,286,8.73,23.63,NA,2.4,NA
Holland Cut Nr BI,HOL,8/14/2018 0:00,NA,8,2018,1.78,0.77,NA,NA,0.24,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,425.6,8.56,24.18,NA,2.54,NA
